song_id,song_name,artist_name,song_URL,label
1X6eoNPEJmqwgTVFaU4fDS,"Chung ta cua sau nay cai gi cung deu co, chi la..",Mai,https://open.spotify.com/track/1X6eoNPEJmqwgTVFaU4fDS,buồn
6jcLKVmEKAQIXIVHJZ8vzS,tình yêu chậm trễ,"MONSTAR, GREY D, NICKY, VƯƠNG BÌNH",https://open.spotify.com/track/6jcLKVmEKAQIXIVHJZ8vzS,buồn
7h2zqUH4bYyknNUxsYnS5V,Như Anh Đã Thấy Em,"PhucXp, Freak D",https://open.spotify.com/track/7h2zqUH4bYyknNUxsYnS5V,buồn
76KYaCx7UjHwlnrqzcovLZ,10 Ngàn Năm,PC,https://open.spotify.com/track/76KYaCx7UjHwlnrqzcovLZ,buồn
3BwFxsC7QpRejdE9GXFQI4,Chỉ Còn Ta Và Ta Giữa Trời,"D Blue, Killic",https://open.spotify.com/track/3BwFxsC7QpRejdE9GXFQI4,buồn
0dbgfPzgqkOj3dCUZewBzD,Anh Biết,"Xám, D Blue",https://open.spotify.com/track/0dbgfPzgqkOj3dCUZewBzD,buồn
0rIrFq7cRTG1q8ga01cNmx,"""Tối""","GoAllDay, Dkayz, Brian",https://open.spotify.com/track/0rIrFq7cRTG1q8ga01cNmx,buồn
7wj9sGlHGTMQ28liyi48hz,nếu lúc đó,"tlinh, 2pillz",https://open.spotify.com/track/7wj9sGlHGTMQ28liyi48hz,buồn
5d4FCmkXLqadL3zBjwsTTn,Rồi Anh Sẽ Chẳng Còn Nhớ Về Em,#SS,https://open.spotify.com/track/5d4FCmkXLqadL3zBjwsTTn,buồn
42ajbrD1sow2nEGPGxPPRl,Phai,"Rocky CDE, Chie",https://open.spotify.com/track/42ajbrD1sow2nEGPGxPPRl,buồn
4npevI1mOdm4ZQBkfBjHj4,Ngủ sớm đi em,DucMinh,https://open.spotify.com/track/4npevI1mOdm4ZQBkfBjHj4,buồn
5IO873C4IP8pXdsXcJiBes,Chúng Ta Sau Này,T.R.I,https://open.spotify.com/track/5IO873C4IP8pXdsXcJiBes,buồn
1UeVJLJUHT58veYBDHDSgI,Anh Sẽ Để Em Đi,Kidz,https://open.spotify.com/track/1UeVJLJUHT58veYBDHDSgI,buồn
73fFaii6dzwNgWei8cZNJg,Ly Do Nao De Quay Lai Voi Nhau,Koon,https://open.spotify.com/track/73fFaii6dzwNgWei8cZNJg,buồn
33XgNRhkx2W9aZOqJu7nIp,em như bông hoa,Hawys,https://open.spotify.com/track/33XgNRhkx2W9aZOqJu7nIp,buồn
0h9XgolSQzMJJH1xrQsoPU,ai rồi cũng bỏ anh đi,VoVanDuc,https://open.spotify.com/track/0h9XgolSQzMJJH1xrQsoPU,buồn
3a2Oftcs10wtzw6AmxuTMU,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,Olew,https://open.spotify.com/track/3a2Oftcs10wtzw6AmxuTMU,buồn
0yeJ2cTqUgoH7iZqeAFyYX,Mua thu khong con em,FiGDee,https://open.spotify.com/track/0yeJ2cTqUgoH7iZqeAFyYX,buồn
2qU7v0idyT8aTp8FVxl23c,Đó Chỉ Là Thành Phố Của Anh,"Luxuyen, New$oulz",https://open.spotify.com/track/2qU7v0idyT8aTp8FVxl23c,buồn
3Z9WzjnysaeG3Z2B1JMkJY,Chẳng Ai Hiểu Về Tình Yêu,Vũ Duy Khánh,https://open.spotify.com/track/3Z9WzjnysaeG3Z2B1JMkJY,buồn
1o6cYDMHvKOfizi4d9Lqxr,id 072019,W/N,https://open.spotify.com/track/1o6cYDMHvKOfizi4d9Lqxr,buồn
26jxaMvHqNm1sPgVbii90T,Ngayemdibautroidantatnang,#SS,https://open.spotify.com/track/26jxaMvHqNm1sPgVbii90T,buồn
1EEDESYt5tJRbUI4wc7qNz,anh mong em hieu duoc,FiGDee,https://open.spotify.com/track/1EEDESYt5tJRbUI4wc7qNz,buồn
4419xcAfLyZXybEdwCfdIQ,Không phải lời tỏ tình,1nG,https://open.spotify.com/track/4419xcAfLyZXybEdwCfdIQ,buồn
0P5bP2bD6pAoqGU6u6TPhB,anh khong biet do la lan cuoi minh ben nhau....,#SSdaRealest,https://open.spotify.com/track/0P5bP2bD6pAoqGU6u6TPhB,buồn
51qM6DVbqylA3dIkbxDD1M,Biết Em,Lynk Nguyen,https://open.spotify.com/track/51qM6DVbqylA3dIkbxDD1M,buồn
5uyNAX6MazVAjBjVeOsTvp,3 1 0 7 (feat. Duongg & Nâu),"W/N, Duongg, Nâu",https://open.spotify.com/track/5uyNAX6MazVAjBjVeOsTvp,buồn
37vIqMH3XV6ZbObcKE9GXC,Cô Đơn,"Hngle, Niz, Ari",https://open.spotify.com/track/37vIqMH3XV6ZbObcKE9GXC,buồn
7dHRJDisbFPxrd0YjOKT79,Bông Hoa Đẹp Nhất (Lofi Ver.),Orinn,https://open.spotify.com/track/7dHRJDisbFPxrd0YjOKT79,buồn
403LgtvgdUBOLH1feicFEk,ai do khong phai anh,Trần Nguyễn Gia Huy ♪,https://open.spotify.com/track/403LgtvgdUBOLH1feicFEk,buồn
18d2mBE4po1xL2hZTScGjE,Con lai gi khi em roi di,Trần Nguyễn Gia Huy ♪,https://open.spotify.com/track/18d2mBE4po1xL2hZTScGjE,buồn
5m6oe6saYJkVSbouNrNfUw,Lac Nhau Co Phai Muon Doi (Music From “Cho Em Den Ngay Mai”),ERIK,https://open.spotify.com/track/5m6oe6saYJkVSbouNrNfUw,buồn
6VtfS06eULTWH32DwD5ps2,Đừng Nghe Máy,SIVAN,https://open.spotify.com/track/6VtfS06eULTWH32DwD5ps2,buồn
69OcVU0fqGSBamdmnI0WdP,Chuyện Đôi Ta (feat. Muộii) [Lofi Mix],"Emcee L (Da LAB), Da LAB, Muộii (Starry Night)",https://open.spotify.com/track/69OcVU0fqGSBamdmnI0WdP,buồn
1GJ3suxtUVaguVQRemw6Zp,Suýt Nữa Thì...,Andiez,https://open.spotify.com/track/1GJ3suxtUVaguVQRemw6Zp,buồn
5Bti0azlFhMattVY76qFr9,Lạ Lùng,Vũ.,https://open.spotify.com/track/5Bti0azlFhMattVY76qFr9,buồn
2iqjXz4lV60gf3tvI4JJzU,Hẹn Em Ở Lần Yêu Thứ 2,"Nguyenn, Đặng Tuấn Vũ",https://open.spotify.com/track/2iqjXz4lV60gf3tvI4JJzU,buồn
11OxuU5y7ebAJyKaY8dOl0,Lý Do Nào Để Quay Lại Với Nhau,"PAR SG, New$oulZ",https://open.spotify.com/track/11OxuU5y7ebAJyKaY8dOl0,buồn
2cSil3ARm5Ra9ssTkriRjD,một chút thắc mắc,Hawys,https://open.spotify.com/track/2cSil3ARm5Ra9ssTkriRjD,buồn
7gctHEAWZwc6ejEP9N615y,Homesick Alien - 2 5 Instrumental,ChiuLinh,https://open.spotify.com/track/7gctHEAWZwc6ejEP9N615y,buồn
5pecBfvm22kQON5STs5q45,có ai ở đây không? - Extended version,"14 Casper, Bon Nghiêm",https://open.spotify.com/track/5pecBfvm22kQON5STs5q45,buồn
0NH6bDp5jQkGWQFbtMaeyd,Chúng ta đã mất nhau từ bao giờ,FiGDee,https://open.spotify.com/track/0NH6bDp5jQkGWQFbtMaeyd,buồn
0lFj8bk12W4JBz09s0DgfS,Em à,buitruonglinh,https://open.spotify.com/track/0lFj8bk12W4JBz09s0DgfS,buồn
3AejRjgBsFV4HWHjJmmEP7,lời tạm biệt chưa nói,"GREY D, Orange, Kai Đinh",https://open.spotify.com/track/3AejRjgBsFV4HWHjJmmEP7,buồn
7FH0RJ69XhoKfLjVQE4671,co mot hom troi do mua,Chí,https://open.spotify.com/track/7FH0RJ69XhoKfLjVQE4671,buồn
087sqrtgyTycoqUV4LzgHe,Imagination,"Shiloh Dynasty, timmies",https://open.spotify.com/track/087sqrtgyTycoqUV4LzgHe,buồn
3npm1QjXITFdInbKWHXmHZ,2412,AnhVu,https://open.spotify.com/track/3npm1QjXITFdInbKWHXmHZ,buồn
5hzjqKMQPampmtM6eObybz,Điều Chưa Nói,"Tùa, CM1X",https://open.spotify.com/track/5hzjqKMQPampmtM6eObybz,buồn
2uZmeuNAxSm7XfVIwLkhCx,nhắn nhủ,Ronboogz,https://open.spotify.com/track/2uZmeuNAxSm7XfVIwLkhCx,buồn
20jc2qrUesWnyDYnWq0XW8,Nếu Ngày Ấy,SOOBIN,https://open.spotify.com/track/20jc2qrUesWnyDYnWq0XW8,buồn
2bdFN2I6zEUsjjqSV3t4kI,Nop,ChenYueLong,https://open.spotify.com/track/2bdFN2I6zEUsjjqSV3t4kI,buồn
65fBhZefePOKwK7U4pQAGD,No Surprises,Orla Donoghue,https://open.spotify.com/track/65fBhZefePOKwK7U4pQAGD,buồn
6ZHU9U1sN9raVSmDsei1x6,Beneath the Rain,Nom Tunes,https://open.spotify.com/track/6ZHU9U1sN9raVSmDsei1x6,buồn
27JXVe80vFun97upipztKX,You,Vietra,https://open.spotify.com/track/27JXVe80vFun97upipztKX,buồn
5xwsTCfVGSZlMLQCEKDpOc,Fall Rain,July,https://open.spotify.com/track/5xwsTCfVGSZlMLQCEKDpOc,buồn
1YW6r5WNuGOBiofHQZkyCM,Anh Đã Từ Bỏ Rồi Đấy,"Nguyenn, Aric",https://open.spotify.com/track/1YW6r5WNuGOBiofHQZkyCM,buồn
18iADruKMXIloyA9vCJXFE,Chàng Trai Bất Tử,"An Vũ, Sino",https://open.spotify.com/track/18iADruKMXIloyA9vCJXFE,buồn
0Wx5wXmsYB2njWFbk3sIjy,Chàng Trai Bất Tử - Lofi Ver,"LM TRUYỀN THÔNG, Sino, An Vũ",https://open.spotify.com/track/0Wx5wXmsYB2njWFbk3sIjy,buồn
5GLHcclQ0ECOfwrSqySbo9,Pure Imagination Lofi,G Sounds,https://open.spotify.com/track/5GLHcclQ0ECOfwrSqySbo9,buồn
6yFljlzIwCNPn3JugxodqB,pure imagination lofi 3,G Sounds,https://open.spotify.com/track/6yFljlzIwCNPn3JugxodqB,buồn
